date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,daylight_duration,rain_sum,wind_speed_10m_max,wind_gusts_10m_max,precipitation_hours,precipitation_probability_max,uv_index_max,apparent_temperature_mean,pressure_msl_mean,surface_pressure_mean,visibility_mean,city
2024-06-29,34.35,28.15,30.479166,46389.344,0.0,21.605999,39.239998,0.0,0.0,5.35,34.851463,1005.99585,1004.6387,23490.834,Chennai
2024-06-30,33.9,26.45,30.012497,46379.99,2.0,18.36353,33.839996,4.0,0.0,4.65,34.276314,1005.95416,1004.5949,23000.0,Chennai
2024-07-01,36.0,27.65,30.718752,46369.766,0.0,17.873556,33.839996,0.0,0.0,8.05,34.22447,1004.48334,1003.12933,24140.0,Chennai
2024-07-02,37.5,27.35,31.320833,46358.676,4.2,16.904673,34.56,6.0,0.0,8.2,35.32999,1004.77515,1003.42303,24140.0,Chennai
2024-07-03,34.8,26.55,29.983332,46346.742,2.6,15.175612,34.2,3.0,0.0,7.75,33.608578,1006.11237,1004.7529,23835.0,Chennai
2024-07-04,36.05,27.0,30.591667,46333.98,0.0,23.795427,43.199997,0.0,0.0,8.55,34.701454,1004.5374,1003.1826,21523.334,Chennai
2024-07-05,32.2,26.1,28.78125,46320.406,2.2,14.512064,30.960001,9.0,0.0,6.15,33.224903,1004.33765,1002.9749,23669.166,Chennai
2024-07-06,36.1,26.65,29.758333,46306.027,1.2,18.0,42.12,3.0,0.0,8.65,33.776608,1003.9292,1002.57135,22199.166,Chennai
2024-07-07,32.65,26.45,28.852087,46290.867,11.6,15.844089,34.56,8.0,0.0,7.8,32.986748,1003.67084,1002.3096,23181.666,Chennai
2024-07-08,33.85,25.75,28.89583,46274.938,5.2000003,17.555307,34.2,7.0,0.0,4.65,33.436634,1005.01654,1003.65375,23910.0,Chennai
2024-07-09,35.5,26.95,30.30625,46258.246,0.2,15.905319,33.48,2.0,0.0,8.65,34.75174,1006.76666,1005.40753,23799.166,Chennai
2024-07-10,33.3,26.1,29.341667,46240.816,1.0,15.546833,29.16,3.0,0.0,7.35,33.680584,1006.32074,1004.958,22987.5,Chennai
2024-07-11,35.65,27.25,30.260414,46222.484,2.6,23.42491,45.0,7.0,0.0,8.25,34.243187,1004.1792,1002.8233,23503.334,Chennai
2024-07-12,29.6,25.6,27.90625,46203.215,7.9999995,17.294992,31.68,10.0,0.0,4.55,32.172237,1003.88324,1002.5175,22545.0,Chennai
2024-07-13,28.5,25.35,27.014585,46183.04,8.900001,14.57889,26.28,21.0,0.0,5.0,31.408815,1002.8416,1001.47314,23077.5,Chennai
2024-07-14,30.15,25.15,26.93125,46161.992,8.2,19.513195,38.16,18.0,0.0,4.75,30.700338,1002.00824,1000.64044,22302.5,Chennai
2024-07-15,31.25,25.5,27.3125,46140.105,2.8000002,21.758419,41.039997,8.0,0.0,1.6,30.763243,1002.2166,1000.85016,24038.334,Chennai
2024-07-16,31.4,25.8,28.512499,46117.414,0.1,20.898611,44.28,1.0,0.0,5.85,31.676537,1003.21655,1001.8543,23804.166,Chennai
2024-07-17,31.9,27.05,28.906248,46093.945,1.1,23.441502,42.48,2.0,0.0,4.15,31.542784,1002.9417,1001.58154,21368.334,Chennai
2024-07-18,30.05,26.15,27.710417,46069.734,0.5,22.59699,42.48,3.0,0.0,1.0,30.349379,1002.1667,1000.80225,23016.666,Chennai
2024-07-19,33.0,25.85,28.58333,46044.812,0.1,25.49908,51.48,1.0,0.0,6.75,31.75754,1002.8877,1001.52606,24140.0,Chennai
2024-07-20,35.55,26.95,30.218748,46019.21,2.6000001,21.868332,43.199997,2.0,0.0,8.7,33.284973,1003.64166,1002.2864,23773.334,Chennai
2024-07-21,35.2,27.35,30.885416,45992.957,0.0,24.933735,49.68,0.0,0.0,8.55,33.28877,1005.22076,1003.8665,23681.666,Chennai
2024-07-22,36.6,26.95,31.158335,45966.09,0.1,27.362366,55.8,1.0,0.0,8.3,33.706066,1005.80005,1004.44586,23391.666,Chennai
2024-07-23,36.7,28.0,31.641672,45938.633,0.0,28.856194,54.719997,0.0,0.0,7.8,33.568947,1003.94586,1002.5964,23897.5,Chennai
2024-07-24,37.75,27.75,31.51042,45910.62,1.1,30.259275,56.88,5.0,0.0,8.35,33.222755,1002.45404,1001.1062,24140.0,Chennai
2024-07-25,36.45,27.5,31.160421,45882.082,4.6,27.757376,59.76,3.0,0.0,6.35,33.367153,1002.6165,1001.26685,24140.0,Chennai
2024-07-26,34.75,28.4,31.462502,45853.043,0.3,30.385365,57.239998,1.0,0.0,8.25,32.946583,1003.0459,1001.6968,24140.0,Chennai
2024-07-27,37.05,28.0,31.543747,45823.543,0.1,26.576681,49.68,1.0,0.0,6.6,32.518345,1001.6416,1000.29486,23663.334,Chennai
2024-07-28,36.7,26.7,30.833334,45793.6,5.7999997,22.101183,45.0,6.0,0.0,7.95,33.82332,1001.5874,1000.2378,23721.666,Chennai
2024-07-29,36.0,26.85,30.379168,45763.246,1.5000001,19.523155,41.399998,3.0,0.0,8.4,34.2301,1004.22925,1002.8737,22879.166,Chennai
2024-07-30,35.95,27.0,30.354166,45732.496,1.5,17.313717,35.28,2.0,0.0,8.85,33.97343,1005.63336,1004.27594,23028.334,Chennai
2024-07-31,35.8,28.1,30.633333,45701.117,2.6,23.510508,45.36,1.0,0.0,7.6,33.90647,1005.39166,1004.03595,23479.166,Chennai
2024-08-01,35.7,27.4,29.791666,45669.047,4.4999995,19.770523,39.239998,5.0,0.0,4.55,33.910526,1005.6626,1004.3027,22597.5,Chennai
2024-08-02,34.75,26.25,29.562498,45636.32,7.7,15.844089,29.88,4.0,0.0,7.2,34.504543,1006.69586,1005.33356,24140.0,Chennai
2024-08-03,35.25,26.55,29.829165,45602.973,0.2,13.797913,29.88,2.0,0.0,8.75,34.990734,1006.925,1005.5634,23733.334,Chennai
2024-08-04,32.0,24.7,27.979166,45569.047,0.8,15.0038395,31.319998,3.0,0.0,8.4,33.0826,1007.47504,1006.1045,23980.0,Chennai
2024-08-05,33.05,24.95,28.422915,45534.57,19.1,18.374111,32.039997,8.0,0.0,4.6,33.493885,1006.3499,1004.9831,23473.334,Chennai
2024-08-06,32.25,24.85,27.71875,45499.586,8.799999,13.004921,27.0,10.0,0.0,5.65,32.914234,1006.62085,1005.25024,23902.5,Chennai
2024-08-07,32.0,25.45,28.0,45464.125,10.9,12.605142,27.359999,7.0,0.0,8.2,33.247993,1007.12067,1005.751,23458.334,Chennai
2024-08-08,32.8,24.85,27.941666,45428.223,20.900003,19.191748,33.48,14.0,0.0,8.0,33.378605,1007.45,1006.07935,23441.666,Chennai
2024-08-09,31.8,24.55,27.939583,45391.914,4.1,14.336861,25.919998,11.0,0.0,9.1,33.747036,1007.48755,1006.11676,23015.0,Chennai
2024-08-10,33.45,25.0,28.4625,45355.234,16.2,13.779114,25.919998,7.0,0.0,8.35,34.234173,1005.5457,1004.1802,23458.334,Chennai
2024-08-11,33.55,24.55,28.418753,45318.207,11.400002,15.315873,28.08,8.0,0.0,7.45,34.024258,1005.07916,1003.7139,23368.334,Chennai
2024-08-12,32.1,25.55,28.556252,45280.88,0.5,16.704155,33.839996,3.0,0.0,8.95,33.8003,1005.80005,1004.4343,24140.0,Chennai
2024-08-13,30.85,25.95,28.612501,45243.273,1.0,13.493999,30.960001,7.0,0.0,9.15,34.821514,1005.3084,1003.94354,24140.0,Chennai
2024-08-14,31.95,26.05,28.789583,45205.42,1.6000001,18.678415,35.64,8.0,0.0,7.2,34.25144,1004.55835,1003.1955,24140.0,Chennai
2024-08-15,31.95,26.9,29.143747,45167.355,0.9,20.61766,39.96,4.0,0.0,7.5,34.00314,1003.8042,1002.4439,24138.334,Chennai
2024-08-16,32.45,25.95,29.177084,45129.105,0.1,14.982228,32.399998,1.0,0.0,6.8,34.787327,1004.7749,1003.41376,23880.834,Chennai
2024-08-17,32.75,26.05,29.120834,45090.707,1.6,15.03835,28.8,6.0,0.0,9.2,34.97906,1005.4583,1004.09564,23865.834,Chennai
2024-08-18,33.05,27.15,29.427084,45052.18,1.7,21.407139,42.48,6.0,0.0,7.8,34.394276,1004.9583,1003.5977,24140.0,Chennai
2024-08-19,32.05,25.7,28.618752,45013.543,4.7,22.314194,40.68,9.0,0.0,7.65,33.62505,1005.3875,1004.02277,23870.834,Chennai
2024-08-20,31.85,26.65,28.99792,44974.54,1.0,24.014996,46.8,6.0,0.0,7.2,32.80019,1006.47095,1005.1064,24140.0,Chennai
2024-08-21,32.75,26.55,29.170832,44935.094,0.0,26.208395,47.88,0.0,0.0,9.1,32.58008,1007.3084,1005.94354,24140.0,Chennai
2024-08-22,34.1,26.6,29.800001,44895.24,0.1,22.734219,40.68,1.0,0.0,8.4,34.023117,1007.52924,1006.1667,23503.334,Chennai
2024-08-23,34.6,27.0,30.24792,44855.004,0.2,22.768398,40.32,2.0,0.0,7.25,34.082516,1007.59576,1006.2354,24140.0,Chennai
2024-08-24,35.15,27.15,30.57292,44814.426,0.4,19.386591,40.68,3.0,0.0,8.95,33.927895,1006.96265,1005.6045,22549.166,Chennai
2024-08-25,35.2,27.9,30.731249,44773.53,1.0,23.34455,47.88,4.0,0.0,8.9,33.33809,1006.14996,1004.7937,23906.666,Chennai
2024-08-26,34.05,26.5,29.645828,44732.355,5.1,16.179985,36.36,4.0,0.0,8.2,33.542004,1007.37085,1006.00806,21185.0,Chennai
2024-08-27,29.2,25.65,27.42292,44690.926,5.0999994,12.43434,22.68,14.0,0.0,2.3,31.581888,1007.97504,1006.6015,21920.834,Chennai
2024-08-28,33.8,24.75,27.627085,44649.277,8.9,22.59699,38.88,8.0,0.0,7.45,31.393911,1005.6831,1004.3138,23319.166,Chennai
2024-08-29,32.2,25.75,28.033335,44607.44,4.9999995,22.42427,42.48,9.0,0.0,5.3,31.91182,1005.34985,1003.9826,19196.666,Chennai
2024-08-30,31.6,25.5,28.512503,44565.438,0.3,19.443333,37.44,3.0,0.0,7.05,31.653145,1004.84985,1003.4853,22829.166,Chennai
2024-08-31,34.35,26.55,29.6,44523.31,0.0,19.829433,41.760002,0.0,0.0,6.75,32.940594,1004.08325,1002.7246,24140.0,Chennai
2024-09-01,35.1,25.85,29.643753,44481.062,2.5,19.386591,37.079998,5.0,0.0,8.45,33.767242,1004.5085,1003.14923,24098.334,Chennai
2024-09-02,33.25,25.3,28.633331,44438.754,5.1,14.512064,31.68,6.0,0.0,9.1,34.016865,1006.29584,1004.92993,23900.0,Chennai
2024-09-03,33.7,26.1,28.866667,44396.39,0.0,17.227419,37.44,0.0,0.0,8.2,33.340374,1006.1208,1004.75616,24140.0,Chennai
2024-09-04,34.7,26.75,29.531252,44354.008,0.70000005,18.775301,38.88,3.0,0.0,9.15,33.804157,1004.82495,1003.465,23905.0,Chennai
2024-09-05,33.7,25.1,28.608332,44311.633,17.300003,19.255793,38.519997,10.0,0.0,6.15,33.147633,1005.39166,1004.0267,22170.0,Chennai
2024-09-06,32.55,25.7,29.152084,44269.297,2.8999999,17.57744,37.44,5.0,0.0,8.7,33.37047,1005.8669,1004.5036,23149.166,Chennai
2024-09-07,33.95,27.1,29.845833,44227.02,0.0,21.461555,47.519997,0.0,0.0,6.8,33.0888,1006.2043,1004.8437,24071.666,Chennai
2024-09-08,34.15,27.3,29.862497,44184.812,0.0,24.387177,48.6,0.0,0.0,7.8,33.021145,1004.27924,1002.92163,24140.0,Chennai
2024-09-09,36.2,27.55,30.5,44142.42,1.1,21.603,46.079998,2.0,0.0,9.15,34.081985,1004.0459,1002.69135,24140.0,Chennai
2024-09-10,35.05,27.7,30.172918,44099.754,1.2,23.510508,41.039997,5.0,0.0,8.75,33.770184,1005.75415,1004.39594,24140.0,Chennai
2024-09-11,36.35,27.25,30.160418,44056.85,0.8,18.751125,38.16,5.0,0.0,8.45,34.194004,1006.97504,1005.6149,24140.0,Chennai
2024-09-12,35.9,26.75,30.308332,44013.734,0.1,17.373497,36.0,1.0,0.0,8.8,35.020966,1006.53326,1005.17474,24140.0,Chennai
2024-09-13,36.0,26.85,30.654167,43970.434,0.5,20.008356,39.6,4.0,0.0,8.95,35.20772,1005.7751,1004.41876,24140.0,Chennai
2024-09-14,36.5,26.7,30.735415,43926.984,3.6,16.75064,36.719997,6.0,0.0,9.05,35.117794,1005.57513,1004.21924,24140.0,Chennai
2024-09-15,35.75,26.9,30.654167,43883.402,0.4,19.201874,36.36,3.0,0.0,8.9,34.619617,1005.76666,1004.4106,24140.0,Chennai
2024-09-16,36.3,27.55,30.841661,43839.72,0.6,17.076298,35.28,3.0,0.0,9.0,34.67989,1005.4832,1004.12823,23822.5,Chennai
2024-09-17,34.8,26.9,29.99375,43795.97,1.5,13.797912,34.92,4.0,0.0,9.0,35.104088,1005.00824,1003.6503,23835.0,Chennai
2024-09-18,33.85,25.25,29.268753,43752.176,2.0,18.25026,36.0,5.0,0.0,8.7,34.407955,1005.4375,1004.0756,24029.166,Chennai
2024-09-19,35.9,26.45,30.472914,43708.367,0.4,14.654254,33.48,2.0,0.0,6.95,35.231384,1005.00433,1003.64813,23666.666,Chennai
2024-09-20,31.0,25.55,28.460417,43664.566,3.8999999,16.981165,34.56,7.0,0.0,8.05,33.457424,1005.6831,1004.31744,24099.166,Chennai
2024-09-21,33.6,25.05,28.339584,43620.812,12.9,15.683776,31.319998,8.0,0.0,7.65,33.510357,1004.71246,1003.34735,23723.334,Chennai
2024-09-22,33.0,24.75,28.460413,43577.113,15.500001,13.339445,33.839996,14.0,0.0,8.15,34.179466,1004.16675,1002.80273,21659.166,Chennai
2024-09-23,33.35,25.6,28.939583,43533.51,12.400002,15.509274,31.319998,8.0,0.0,7.75,33.866764,1003.45844,1002.0976,22660.834,Chennai
2024-09-24,33.9,25.7,28.702085,43490.027,11.2,16.32055,34.92,11.0,0.0,8.85,34.22835,1003.9209,1002.55835,23115.0,Chennai
2024-09-25,30.45,26.55,28.222916,43446.695,0.8000001,14.650938,27.72,4.0,0.0,7.25,33.66762,1005.0083,1003.64233,23930.0,Chennai
2024-09-26,31.35,25.45,28.327082,43403.53,7.8,17.307167,34.2,13.0,0.0,7.9,33.820473,1007.4041,1006.0354,23354.166,Chennai
2024-09-27,30.75,24.25,27.570837,43360.57,14.100002,14.584443,29.16,12.0,0.0,8.4,33.29292,1009.0667,1007.69214,23338.334,Chennai
2024-09-28,30.8,24.5,27.68542,43317.824,0.70000005,16.323528,34.2,5.0,0.0,8.35,33.112988,1009.98737,1008.61224,23446.666,Chennai
2024-09-29,30.05,25.1,27.539583,43275.01,0.9,14.31198,30.239998,3.0,0.0,8.8,33.092014,1009.91675,1008.54083,24140.0,Chennai
2024-09-30,31.6,25.55,28.329168,43232.05,0.6,17.325874,35.28,4.0,0.0,8.75,33.318607,1008.2083,1006.83844,24140.0,Chennai
2024-10-01,34.4,25.45,29.495829,43188.965,0.0,19.239801,36.0,0.0,0.0,8.75,34.153065,1007.68756,1006.3235,21038.334,Chennai
2024-10-02,34.0,26.4,29.508331,43145.793,1.6,15.0038395,29.519999,2.0,0.0,8.05,34.847923,1007.1999,1005.8369,23450.834,Chennai
2024-10-03,32.75,26.45,29.016668,43102.56,2.1999998,18.252037,31.68,6.0,0.0,8.2,34.35979,1007.4792,1006.1133,24140.0,Chennai
2024-10-04,33.5,25.5,28.864586,43059.297,0.1,14.545515,26.28,1.0,0.0,7.2,34.154144,1007.7126,1006.34564,23687.5,Chennai
2024-10-05,32.15,25.5,28.577078,43016.04,0.0,13.262714,27.72,0.0,0.0,8.65,34.37904,1008.4458,1007.0767,24140.0,Chennai
2024-10-06,30.0,25.55,27.893755,42972.805,1.4000001,12.348052,27.72,10.0,0.0,8.65,33.19272,1010.01263,1008.6382,24140.0,Chennai
2024-10-07,30.3,24.8,27.743746,42929.633,1.4000001,13.210087,29.16,7.0,0.0,7.7,33.105,1010.55,1009.1744,23867.5,Chennai
2024-10-08,30.0,24.95,27.602081,42886.555,2.0,14.879153,31.68,7.0,0.0,7.45,32.96136,1008.96674,1007.59247,23719.166,Chennai
2024-10-09,29.8,24.25,27.106247,42843.605,16.500002,14.76439,30.960001,12.0,0.0,8.2,32.4122,1007.77924,1006.4043,22374.166,Chennai
2024-10-10,29.75,24.6,27.437498,42800.81,7.399999,14.206323,32.399998,12.0,0.0,7.5,32.564564,1007.79175,1006.4183,23898.334,Chennai
2024-10-11,29.55,25.2,27.427086,42758.2,3.2999997,15.7754345,33.12,12.0,0.0,8.0,32.44403,1008.8542,1007.4793,23216.666,Chennai
2024-10-12,29.9,24.1,27.308334,42715.81,2.4999998,13.752048,29.88,7.0,0.0,7.85,32.585545,1008.9626,1007.58685,19666.666,Chennai
2024-10-13,26.65,24.3,25.635416,42673.664,69.2,24.150877,42.48,24.0,0.0,5.55,29.669115,1007.9624,1006.58075,15091.667,Chennai
2024-10-14,28.15,24.7,26.095833,42631.812,63.399998,19.45333,34.92,24.0,0.0,3.15,30.518562,1007.68335,1006.304,12898.333,Chennai
2024-10-15,28.6,23.85,25.810415,42590.27,39.699993,14.539945,30.239998,22.0,0.0,6.05,30.437286,1006.7585,1005.37885,18202.5,Chennai
2024-10-16,30.3,23.9,27.164581,42549.08,3.2000003,10.546525,24.48,9.0,0.0,7.95,32.716793,1006.98334,1005.60986,24140.0,Chennai
2024-10-17,28.8,24.35,26.804169,42508.266,11.6,14.128566,31.319998,6.0,0.0,8.05,32.3636,1008.1707,1006.7941,22554.166,Chennai
2024-10-18,29.25,24.05,26.768747,42467.855,7.9999995,10.787993,25.56,12.0,0.0,8.3,32.145405,1009.31244,1007.9341,24005.0,Chennai
2024-10-19,29.85,24.5,27.050001,42427.54,5.7999988,13.529966,27.72,10.0,0.0,7.25,32.507946,1010.10846,1008.7299,23505.834,Chennai
2024-10-20,30.1,25.4,27.695833,42387.223,1.6000003,10.934166,24.48,14.0,0.0,7.95,33.458622,1010.28754,1008.9119,23928.334,Chennai
2024-10-21,30.3,24.25,27.247915,42346.945,1.0,12.57426,26.64,5.0,0.0,7.75,32.76578,1010.31256,1008.9348,24140.0,Chennai
2024-10-22,31.5,24.1,27.510414,42306.734,0.0,12.88981,27.72,0.0,0.0,7.85,32.83211,1009.3167,1007.9416,24140.0,Chennai
2024-10-23,31.2,25.1,27.560417,42266.633,0.0,12.688404,26.28,0.0,0.0,7.8,32.02396,1008.8374,1007.4633,23238.334,Chennai
2024-10-24,32.65,23.95,27.90833,42226.668,0.0,12.88981,23.039999,0.0,0.0,6.85,32.199062,1008.70844,1007.33575,24140.0,Chennai
2024-10-25,33.45,24.2,28.29167,42186.89,0.0,13.121493,24.84,0.0,0.0,8.15,32.156918,1008.27496,1006.90485,24140.0,Chennai
2024-10-26,32.3,24.1,28.000002,42147.324,0.6,11.157096,24.48,3.0,0.0,8.1,32.562157,1007.5835,1006.21265,23863.334,Chennai
2024-10-27,32.2,24.25,27.720835,42108.01,1.7,11.793777,24.48,5.0,0.0,8.05,32.352818,1007.28754,1005.916,24140.0,Chennai
2024-10-28,32.1,24.6,28.322914,42068.992,1.1,12.744457,28.44,3.0,0.0,8.05,33.966667,1008.24585,1006.8758,23907.5,Chennai
2024-10-29,31.45,25.5,27.78125,42030.3,4.7999997,13.110376,25.919998,6.0,0.0,8.0,33.399456,1009.3792,1008.00507,23893.334,Chennai
2024-10-30,30.05,25.05,27.285416,41991.977,1.9,13.878688,32.039997,4.0,0.0,7.6,32.843334,1010.5583,1009.18036,22848.334,Chennai
2024-10-31,29.15,24.8,26.74375,41954.062,5.9,11.767651,26.28,9.0,0.0,7.55,32.165146,1011.6917,1010.3098,24140.0,Chennai
2024-11-01,29.2,24.15,26.679167,41916.594,4.3999996,9.854075,28.08,12.0,0.0,7.7,32.01144,1012.1126,1010.7299,23035.0,Chennai
2024-11-02,29.6,23.7,26.581253,41879.613,3.6999998,17.283749,34.2,9.0,0.0,7.7,31.305452,1011.8916,1010.5087,23710.834,Chennai
2024-11-03,30.05,23.5,26.9,41843.164,1.2,14.178927,28.08,5.0,0.0,7.8,31.464888,1011.1167,1009.73615,24132.5,Chennai
2024-11-04,30.5,23.85,27.252085,41807.29,0.1,19.091883,37.8,1.0,0.0,7.7,30.591108,1011.12085,1009.742,24035.0,Chennai
2024-11-05,28.65,24.55,26.00625,41772.023,14.9,18.820976,37.44,17.0,0.0,6.9,29.627678,1011.2834,1009.8985,19003.334,Chennai
2024-11-06,29.6,24.0,26.90625,41737.42,2.6000001,20.728153,42.48,15.0,0.0,7.6,30.804031,1010.97076,1009.59076,20884.166,Chennai
2024-11-07,30.4,26.05,28.062498,41703.492,0.2,20.11656,39.96,2.0,0.0,7.7,31.74378,1010.87915,1009.5044,24058.334,Chennai
2024-11-08,30.35,24.65,27.504168,41669.95,1.0000001,21.758419,42.48,7.0,0.0,7.4,30.669258,1011.2292,1009.85126,24074.166,Chennai
2024-11-09,30.25,24.25,27.324999,41636.676,1.5,23.183693,43.92,4.0,0.0,7.65,30.375006,1010.9875,1009.60913,24125.834,Chennai
2024-11-10,30.15,23.95,26.777084,41603.723,4.3999996,27.181787,51.48,10.0,0.0,7.3,29.728403,1009.80835,1008.42914,23908.334,Chennai
2024-11-11,27.45,23.95,25.5,41571.117,42.4,13.084402,25.919998,24.0,0.0,6.45,30.15785,1009.34595,1007.96136,17546.666,Chennai
2024-11-12,26.9,23.95,25.637497,41538.906,33.1,13.462749,32.039997,24.0,0.0,1.45,30.464182,1009.3125,1007.9288,18417.5,Chennai
2024-11-13,28.85,24.25,26.02083,41507.12,12.600001,15.39184,37.8,22.0,0.0,7.5,30.75564,1010.60004,1009.2163,17135.834,Chennai
2024-11-14,28.1,24.1,26.004166,41475.8,16.900002,13.513193,35.64,21.0,0.0,6.25,30.729078,1011.23334,1009.8488,18972.5,Chennai
2024-11-15,27.65,23.95,26.050001,41444.992,11.2,13.934605,39.96,16.0,0.0,6.85,30.940119,1010.8416,1009.45776,20836.666,Chennai
2024-11-16,29.45,24.0,27.018751,41414.73,2.4999998,19.346441,46.079998,6.0,0.0,7.5,30.968565,1010.571,1009.19165,24140.0,Chennai
2024-11-17,29.15,25.8,27.239584,41385.047,0.0,18.626305,45.0,0.0,0.0,7.45,30.369253,1011.27094,1009.8919,24140.0,Chennai
2024-11-18,28.65,25.35,26.843752,41355.996,0.5,19.424158,49.68,4.0,0.0,7.45,29.509336,1012.0166,1010.6348,24140.0,Chennai
2024-11-19,28.9,25.0,26.666666,41327.613,0.0,16.848999,42.839996,0.0,0.0,7.4,29.292013,1011.8625,1010.48,24140.0,Chennai
2024-11-20,29.0,25.2,26.645836,41299.934,0.0,17.31746,43.92,0.0,0.0,7.15,28.91706,1011.6291,1010.247,24140.0,Chennai
2024-11-21,29.15,23.1,26.289583,41273.008,0.0,18.152353,43.92,0.0,0.0,7.2,28.956541,1011.3792,1009.9956,24140.0,Chennai
2024-11-22,28.9,23.5,26.391668,41246.883,1.1,17.982891,43.56,7.0,0.0,6.05,29.682325,1011.96674,1010.5828,24140.0,Chennai
2024-11-23,29.6,25.5,27.004166,41221.582,0.1,18.144321,43.56,1.0,0.0,4.75,29.982445,1011.85834,1010.4773,24140.0,Chennai
2024-11-24,29.55,24.25,26.552084,41197.164,1.3,23.046326,55.44,3.0,0.0,6.45,28.963278,1010.8958,1009.51416,23052.5,Chennai
2024-11-25,26.8,23.6,24.983335,41173.668,22.499998,19.570396,42.12,24.0,0.0,1.5,28.466614,1009.5166,1008.12964,11795.833,Chennai
2024-11-26,27.65,24.45,26.349998,41151.14,5.4,26.752869,61.199997,7.0,0.0,2.85,27.55897,1008.2668,1006.88776,23667.5,Chennai
2024-11-27,26.4,23.85,25.166664,41129.6,21.000002,27.542353,75.24,18.0,0.0,3.2,26.66197,1007.26666,1005.8836,23604.166,Chennai
2024-11-28,25.05,23.25,24.266665,41108.832,25.6,23.25416,48.6,23.0,0.0,1.65,26.748468,1006.5,1005.11383,10345.0,Chennai
2024-11-29,26.5,23.9,25.199999,41088.758,158.40001,48.73847,95.76,23.0,0.0,0.2,26.447266,1001.79584,1000.4205,6881.6665,Chennai
2024-11-30,27.75,24.75,26.10833,41069.4,25.3,28.642632,63.0,24.0,0.0,5.75,28.960487,1002.43335,1001.0613,12078.333,Chennai
2024-12-01,28.9,25.3,26.78125,41050.777,10.2,20.378988,47.88,20.0,0.0,6.8,30.71759,1005.6916,1004.3182,20601.666,Chennai
2024-12-02,29.35,24.6,26.989584,41032.918,4.0,13.854155,33.12,15.0,0.0,6.45,31.852592,1009.26666,1007.8892,22060.0,Chennai
2024-12-03,28.75,24.75,26.82708,41015.848,3.5,10.694485,26.28,6.0,0.0,6.85,32.16279,1010.4917,1009.11176,22607.5,Chennai
2024-12-04,29.05,23.7,26.029161,40999.59,0.8000001,11.466438,28.44,7.0,0.0,6.95,31.23076,1011.25824,1009.87384,24140.0,Chennai
2024-12-05,28.0,24.15,26.174997,40984.168,1.8000001,11.43248,29.16,10.0,0.0,7.15,31.574923,1011.22925,1009.8453,23770.834,Chennai
2024-12-06,29.2,24.1,26.618753,40969.605,0.4,10.837435,27.72,4.0,0.0,7.15,31.658262,1010.96655,1009.58527,24140.0,Chennai
2024-12-07,29.4,23.75,26.754168,40955.926,0.0,9.781473,26.28,0.0,0.0,7.0,31.482294,1011.0083,1009.6274,24140.0,Chennai
2024-12-08,29.2,23.3,26.487501,40943.152,1.0,12.221457,31.319998,7.0,0.0,7.0,31.175644,1010.69995,1009.31836,24095.0,Chennai
2024-12-09,29.3,24.65,26.897917,40931.316,0.2,17.878086,43.56,2.0,0.0,7.0,30.493666,1010.43744,1009.0579,24140.0,Chennai
2024-12-10,27.2,24.05,25.637499,40920.43,16.099998,24.864119,51.48,20.0,0.0,3.35,28.764196,1010.4668,1009.08136,16529.166,Chennai
2024-12-11,25.95,23.75,25.010416,40910.523,47.899994,18.838184,38.88,24.0,0.0,6.15,28.47708,1010.3625,1008.9744,9484.167,Chennai
2024-12-12,27.9,25.15,26.264585,40901.617,2.1,20.111729,47.519997,8.0,0.0,5.4,28.925901,1011.16675,1009.7834,24134.166,Chennai
2024-12-13,28.35,24.55,26.164581,40893.734,0.0,19.523983,46.44,0.0,0.0,3.5,28.169237,1012.70825,1011.32245,24140.0,Chennai
2024-12-14,27.5,24.25,25.647919,40886.902,0.0,22.378714,55.44,0.0,0.0,4.9,26.912157,1013.41254,1012.02313,24140.0,Chennai
2024-12-15,27.0,22.65,24.814585,40881.137,0.0,20.37899,48.239998,0.0,0.0,7.05,26.04754,1012.24585,1010.8543,24140.0,Chennai
2024-12-16,26.3,22.05,23.92708,40876.47,8.2,22.862833,54.36,4.0,0.0,5.05,25.412348,1010.30005,1008.90704,21555.0,Chennai
2024-12-17,26.25,21.95,23.981253,40872.91,24.099997,20.520788,45.719997,22.0,0.0,2.0,26.755806,1009.22504,1007.83374,16465.0,Chennai
2024-12-18,27.25,23.5,25.245829,40870.418,7.0,17.40424,42.48,15.0,0.0,5.85,28.966238,1008.6209,1007.23627,21276.666,Chennai
2024-12-19,28.75,24.0,25.889585,40868.973,15.900002,19.130875,43.199997,7.0,0.0,5.9,29.813368,1008.3416,1006.96045,23350.0,Chennai
2024-12-20,28.55,24.05,26.039581,40868.56,1.5000001,16.024044,37.8,6.0,0.0,6.35,30.374876,1009.3542,1007.97217,24140.0,Chennai
2024-12-21,28.4,24.1,25.812502,40869.18,0.2,16.179985,39.6,2.0,0.0,6.5,29.60502,1010.6208,1009.23615,24140.0,Chennai
2024-12-22,28.6,23.05,25.727083,40870.81,0.0,19.959719,48.96,0.0,0.0,7.0,28.997353,1010.44165,1009.05664,24140.0,Chennai
2024-12-23,27.85,23.5,25.17708,40873.453,7.6,18.35647,43.56,7.0,0.0,6.0,28.072174,1009.925,1008.53827,23224.166,Chennai
